"id","date","country","state","city","lat","lng","deaths","confirmed","tests","deaths_new","confirmed_new","tests_new","pop","pop_14","pop_15_64","pop_65","pop_age","pop_density","pop_death_rate"
"Singapore||NA",2020-01-23,"Singapore","",NA,1.2833,103.8333,0,1,0,0,1,0,5638676,0.122782826362627,0.762583371703582,0.114633801933791,35.6,7952.9984184018,0.005
"Slovakia||NA",2020-01-23,"Slovakia","",NA,48.669,19.699,0,0,0,0,0,0,5447011,0.154461367603311,0.689246167348919,0.15629246504777,41.8,113.290578202995,0.0099
"Slovenia||NA",2020-01-23,"Slovenia","",NA,46.1512,14.9955,0,0,0,0,0,0,2067372,0.150217750478021,0.653713452980191,0.196068796541788,44.9,102.639859503382,0.0099
"Somalia||NA",2020-01-23,"Somalia","",NA,5.1521,46.1996,0,0,0,0,0,0,15008154,0.465765840679638,0.505501049890906,0.0287331094294556,18.5,23.9234769024771,0.011062
"South Africa||NA",2020-01-23,"South Africa","",NA,-30.5595,22.9375,0,0,0,0,0,0,57779622,0.290794891477129,0.656025058468641,0.0531800500542302,28,47.6301197767684,0.009498
"Spain||NA",2020-01-23,"Spain","",NA,40,-4,0,0,0,0,0,0,46723749,0.146670011075355,0.65954491369965,0.193785075224995,43.9,93.5290582615872,0.009
"Sri Lanka||NA",2020-01-23,"Sri Lanka","",NA,7,81,0,0,0,0,0,0,21670000,0.241970010216799,0.653297792245361,0.104732197537841,33.7,345.558922022006,0.006554
"Sudan||NA",2020-01-23,"Sudan","",NA,12.8628,30.2176,0,0,0,0,0,0,41801533,0.421,0.552,0.027,18.3,23.5,0.0067
"Suriname||NA",2020-01-23,"Suriname","",NA,3.9193,-56.0278,0,0,0,0,0,0,575991,0.27170263372628,0.659233667251168,0.0690636990225525,31,3.69225,0.007277
"Sweden||NA",2020-01-23,"Sweden","",NA,63,16,0,0,0,0,0,0,10183175,0.175817854599214,0.623226896122783,0.200955249278002,41.1,25.0010434312931,0.0091
"Switzerland||NA",2020-01-23,"Switzerland","",NA,46.8182,8.2275,0,0,0,0,0,0,8516543,0.149109547691069,0.664658286661214,0.186232165647717,42.7,215.521378417094,0.0079
"Syria||NA",2020-01-23,"Syria","",NA,34.802075,38.996815,0,0,0,0,0,0,16906283,0.314215408068559,0.640753347716682,0.0450312442147583,23.5,92.0671077710614,0.005584
"Tanzania||NA",2020-01-23,"Tanzania","",NA,-6.369,34.8888,0,0,0,0,0,0,56318348,0.440982381505459,0.533004626710946,0.0260129917835952,18.2,63.5790787988259,0.006622
"Thailand||NA",2020-01-23,"Thailand","",NA,15,101,0,3,0,0,1,0,69428524,0.170869888171064,0.710121180433042,0.119008931395893,39,135.897206835131,0.007559
"Timor-Leste||NA",2020-01-23,"Timor-Leste","",NA,-8.874217,125.727539,0,0,0,0,0,0,1267972,0.377806642722958,0.579028434336982,0.0431649229400603,19.6,85.270477471419,0.00605
"Togo||NA",2020-01-23,"Togo","",NA,8.6195,0.8248,0,0,0,0,0,0,7889094,0.41334523499723,0.557960084891888,0.0286946801108822,20,145.046773303916,0.008568
"Trinidad and Tobago||NA",2020-01-23,"Trinidad and Tobago","",NA,10.6918,-61.2225,0,0,0,0,0,0,1389858,0.20419572570427,0.688454739132406,0.107349535163324,37.8,270.927485380117,0.008261
"Tunisia||NA",2020-01-23,"Tunisia","",NA,34,9,0,0,0,0,0,0,11565204,0.241701203463736,0.675142005746377,0.0831567907898877,32.7,74.4413233779609,0.006274
"Turkey||NA",2020-01-23,"Turkey","",NA,38.9637,35.2433,0,0,0,0,0,0,82319724,0.246494101390807,0.668673769209477,0.084832129399716,32.2,106.960128893104,0.005394
"Uganda||NA",2020-01-23,"Uganda","",NA,1,32,0,0,0,0,0,0,42723139,0.469305251819863,0.511284878975505,0.0194098692046317,15.7,213.061734490325,0.006769
"Ukraine||NA",2020-01-23,"Ukraine","",NA,48.3794,31.1656,0,0,0,0,0,0,44622516,0.158124131732483,0.677529003875501,0.164346864392016,41.2,77.0296673514129,0.0145
"United Arab Emirates||NA",2020-01-23,"United Arab Emirates","",NA,24,54,0,0,0,0,0,0,9630959,0.146035093701468,0.843114896450084,0.0108500098484481,38.4,135.609110109828,0.001429
"United Kingdom|Gibraltar|NA",2020-01-23,"United Kingdom","Gibraltar",NA,36.1408,-5.3536,0,0,0,0,0,0,66488991,0.176780820689573,0.63926052256896,0.183958656741466,40.6,274.82739222089,0.0092
"United Kingdom||NA",2020-01-23,"United Kingdom","",NA,55.3781,-3.436,0,0,0,0,0,0,66488991,0.176780820689573,0.63926052256896,0.183958656741466,40.6,274.82739222089,0.0092
"United Kingdom|Turks and Caicos Islands|NA",2020-01-23,"United Kingdom","Turks and Caicos Islands",NA,21.694,-71.7979,0,0,0,0,0,0,66488991,0.176780820689573,0.63926052256896,0.183958656741466,40.6,274.82739222089,0.0092
"United Kingdom|Anguilla|NA",2020-01-23,"United Kingdom","Anguilla",NA,18.2206,-63.0686,0,0,0,0,0,0,66488991,0.176780820689573,0.63926052256896,0.183958656741466,40.6,274.82739222089,0.0092
"United Kingdom|Channel Islands|NA",2020-01-23,"United Kingdom","Channel Islands",NA,49.3723,-2.3644,0,0,0,0,0,0,66488991,0.176780820689573,0.63926052256896,0.183958656741466,40.6,274.82739222089,0.0092
"United Kingdom|British Virgin Islands|NA",2020-01-23,"United Kingdom","British Virgin Islands",NA,18.4207,-64.64,0,0,0,0,0,0,66488991,0.176780820689573,0.63926052256896,0.183958656741466,40.6,274.82739222089,0.0092
"United Kingdom|Cayman Islands|NA",2020-01-23,"United Kingdom","Cayman Islands",NA,19.3133,-81.2546,0,0,0,0,0,0,66488991,0.176780820689573,0.63926052256896,0.183958656741466,40.6,274.82739222089,0.0092
"United Kingdom|Montserrat|NA",2020-01-23,"United Kingdom","Montserrat",NA,16.7425,-62.1874,0,0,0,0,0,0,66488991,0.176780820689573,0.63926052256896,0.183958656741466,40.6,274.82739222089,0.0092
"United Kingdom|Isle of Man|NA",2020-01-23,"United Kingdom","Isle of Man",NA,54.2361,-4.5481,0,0,0,0,0,0,66488991,0.176780820689573,0.63926052256896,0.183958656741466,40.6,274.82739222089,0.0092
"United Kingdom|Bermuda|NA",2020-01-23,"United Kingdom","Bermuda",NA,32.3078,-64.7505,0,0,0,0,0,0,66488991,0.176780820689573,0.63926052256896,0.183958656741466,40.6,274.82739222089,0.0092
"Uruguay||NA",2020-01-23,"Uruguay","",NA,-32.5228,-55.7658,0,0,0,0,0,0,3449299,0.206079810743386,0.645774993948021,0.148145195308593,35.5,19.7080276539824,0.009461
"US||NA",2020-01-23,"US","",NA,37.0902,-95.7129,0,1,0,0,0,0,327200000,0.187090399824651,0.654833059619314,0.158076540556035,38.5,35.766088580168,0.0085
"Uzbekistan||NA",2020-01-23,"Uzbekistan","",NA,41.3775,64.5853,0,0,0,0,0,0,32955400,0.286860574147675,0.668948047070961,0.044191378781364,30.1,77.4692054536906,0.005
"Venezuela||NA",2020-01-23,"Venezuela","",NA,6.4238,-66.5897,0,0,0,0,0,0,28870195,0.276666505810652,0.650663627988088,0.0726698662012597,30,32.7307919052208,0.006814
"Vietnam||NA",2020-01-23,"Vietnam","",NA,16,108,0,2,0,0,2,0,95540395,0.231726768317012,0.695523448704195,0.072749782978793,31.9,308.125245912213,0.006253
"West Bank and Gaza||NA",2020-01-23,"West Bank and Gaza","",NA,31.9522,35.2332,0,0,0,0,0,0,4569087,0.389473612779327,0.579193329849872,0.0313330573708009,21.9,758.984551495017,0.003469
"Zambia||NA",2020-01-23,"Zambia","",NA,-15.4167,28.2833,0,0,0,0,0,0,17351822,0.449361411568244,0.529641808172429,0.0209967802593266,16.9,23.3414789007116,0.006633
"Zimbabwe||NA",2020-01-23,"Zimbabwe","",NA,-20,30,0,0,0,0,0,0,14439018,0.424010662380439,0.54659410108955,0.0293952365300113,20.5,37.3245909267158,0.008044
"Afghanistan||NA",2020-01-24,"Afghanistan","",NA,33,65,0,0,0,0,0,0,37172386,0.430901755117794,0.543248975483403,0.0258492693988024,19.5,56.937760009803,0.006575
"Albania||NA",2020-01-24,"Albania","",NA,41.1533,20.1683,0,0,0,0,0,0,2866376,0.17672873724304,0.685823903647225,0.137447359109736,34.3,104.612262773723,0.007714
"Algeria||NA",2020-01-24,"Algeria","",NA,28.0339,1.6596,0,0,0,0,0,0,42228429,0.301486785862257,0.634888248687945,0.0636249654497986,28.9,17.7300750711665,0.004717
"Andorra||NA",2020-01-24,"Andorra","",NA,42.5063,1.5218,0,0,0,0,0,0,77006,0.156,0.714,0.13,46.2,163.842553191489,0.0043
"Angola||NA",2020-01-24,"Angola","",NA,-11.2027,17.8739,0,0,0,0,0,0,30809762,0.468089247095412,0.509747016426956,0.0221637364776329,15.9,24.7130520574316,0.008432
"Antigua and Barbuda||NA",2020-01-24,"Antigua and Barbuda","",NA,17.0608,-61.7964,0,0,0,0,0,0,96286,0.220810917475022,0.691190827326922,0.0879982551980558,32.7,218.831818181818,0.006316
"Argentina||NA",2020-01-24,"Argentina","",NA,-38.4161,-63.6167,0,0,0,0,0,0,44494502,0.247609338351238,0.641212772887989,0.111177888760774,32.4,16.2585100979651,0.007616
"Armenia||NA",2020-01-24,"Armenia","",NA,40.0691,45.0382,0,0,0,0,0,0,2951776,0.206334219249969,0.6811276041799,0.112538176570131,36.6,103.680224798033,0.009862
"Australia|Tasmania|NA",2020-01-24,"Australia","Tasmania",NA,-41.4545,145.9707,0,0,0,0,0,0,24992369,0.191906170385658,0.651529077338752,0.156564752275591,37.5,3.24912948744283,0.0065
"Australia|South Australia|NA",2020-01-24,"Australia","South Australia",NA,-34.9285,138.6007,0,0,0,0,0,0,24992369,0.191906170385658,0.651529077338752,0.156564752275591,37.5,3.24912948744283,0.0065
"Australia|Western Australia|NA",2020-01-24,"Australia","Western Australia",NA,-31.9505,115.8605,0,0,0,0,0,0,24992369,0.191906170385658,0.651529077338752,0.156564752275591,37.5,3.24912948744283,0.0065
"Australia|Victoria|NA",2020-01-24,"Australia","Victoria",NA,-37.8136,144.9631,0,0,0,0,0,0,24992369,0.191906170385658,0.651529077338752,0.156564752275591,37.5,3.24912948744283,0.0065
"Australia|Australian Capital Territory|NA",2020-01-24,"Australia","Australian Capital Territory",NA,-35.4735,149.0124,0,0,0,0,0,0,24992369,0.191906170385658,0.651529077338752,0.156564752275591,37.5,3.24912948744283,0.0065
"Australia|Northern Territory|NA",2020-01-24,"Australia","Northern Territory",NA,-12.4634,130.8456,0,0,0,0,0,0,24992369,0.191906170385658,0.651529077338752,0.156564752275591,37.5,3.24912948744283,0.0065
"Australia|Queensland|NA",2020-01-24,"Australia","Queensland",NA,-28.0167,153.4,0,0,0,0,0,0,24992369,0.191906170385658,0.651529077338752,0.156564752275591,37.5,3.24912948744283,0.0065
"Australia|New South Wales|NA",2020-01-24,"Australia","New South Wales",NA,-33.8688,151.2093,0,0,0,0,0,0,24992369,0.191906170385658,0.651529077338752,0.156564752275591,37.5,3.24912948744283,0.0065
"Austria||NA",2020-01-24,"Austria","",NA,47.5162,14.5501,0,0,0,0,0,0,8847037,0.142979476320233,0.667004859083869,0.190015664595899,44.5,107.206926667578,0.0095
"Azerbaijan||NA",2020-01-24,"Azerbaijan","",NA,40.1431,47.5769,0,0,0,0,0,0,9942334,0.233695698603865,0.704352473888986,0.0619518275071493,32.6,120.265319946776,0.0058
"Bahamas||NA",2020-01-24,"Bahamas","",NA,25.0343,-77.3963,0,0,0,0,0,0,385640,0.224848756732367,0.702575219701429,0.0725760235662035,32.8,38.5254745254745,0.00672
"Bahrain||NA",2020-01-24,"Bahrain","",NA,26.0275,50.55,0,0,0,0,0,0,1569439,0.192543101196218,0.783193560020542,0.0242633387832394,32.9,2017.27369979138,0.002368
"Bangladesh||NA",2020-01-24,"Bangladesh","",NA,23.685,90.3563,0,0,0,0,0,0,161356039,0.27706022482501,0.671355868778783,0.0515839063962068,27.9,1239.57931166936,0.005533
"Barbados||NA",2020-01-24,"Barbados","",NA,13.1939,-59.5432,0,0,0,0,0,0,286641,0.17342948147683,0.668543578901832,0.158026939621338,39.5,666.606976744186,0.008936
"Belarus||NA",2020-01-24,"Belarus","",NA,53.7098,27.9534,0,0,0,0,0,0,9485386,0.168659430504801,0.682889087752101,0.148451481743098,40.9,46.7287999040892,0.0126
"Belgium||NA",2020-01-24,"Belgium","",NA,50.8333,4,0,0,0,0,0,0,11422068,0.170554227603857,0.641558335012748,0.187887437383395,41.6,377.214927344782,0.0096
"Belize||NA",2020-01-24,"Belize","",NA,13.1939,-59.5432,0,0,0,0,0,0,383071,0.302797653698662,0.649837758535624,0.0473645877657144,23.9,16.7939938623411,0.004681
"Benin||NA",2020-01-24,"Benin","",NA,9.3077,2.3158,0,0,0,0,0,0,11485048,0.424476823945995,0.542987123079372,0.0325360529746338,17,101.853919829727,0.009025
"Bhutan||NA",2020-01-24,"Bhutan","",NA,27.5142,90.4336,0,0,0,0,0,0,754394,0.257713537330923,0.682256345541021,0.0600301171280561,29.1,19.7775277714448,0.006243
"Bolivia||NA",2020-01-24,"Bolivia","",NA,-16.2902,-63.5887,0,0,0,0,0,0,11353142,0.310735477456373,0.617345048621782,0.0719194739218447,25.3,10.4801458506416,0.006795
"Bosnia and Herzegovina||NA",2020-01-24,"Bosnia and Herzegovina","",NA,43.9159,17.6791,0,0,0,0,0,0,3323929,0.147662176493152,0.687634648796227,0.164703174710621,43.3,64.92048828125,0.010563
"Brazil||NA",2020-01-24,"Brazil","",NA,-14.235,-51.9253,0,0,0,0,0,0,209469333,0.213340719108545,0.697430902567055,0.0892283783244003,33.2,25.0617162430876,0.006378
"Brunei||NA",2020-01-24,"Brunei","",NA,4.5353,114.7277,0,0,0,0,0,0,428962,0.230264614896856,0.721003909428086,0.0487314756750582,31.1,81.3969639468691,0.004345
"Bulgaria||NA",2020-01-24,"Bulgaria","",NA,42.7339,25.4858,0,0,0,0,0,0,7024216,0.145954653179814,0.643826202477506,0.21021914434268,43.7,64.7035372144436,0.0155
"Burkina Faso||NA",2020-01-24,"Burkina Faso","",NA,12.2383,-1.5616,0,0,0,0,0,0,19751535,0.449480813221662,0.526449378491703,0.0240698082866355,17.9,72.1912828947368,0.008341
"Burma||NA",2020-01-24,"Burma","",NA,21.9162,95.956,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Cabo Verde||NA",2020-01-24,"Cabo Verde","",NA,16.5388,-23.0418,0,0,0,0,0,0,543767,0.287777669479759,0.666129058953559,0.0460932715666821,26.8,134.929776674938,0.005682
"Cambodia||NA",2020-01-24,"Cambodia","",NA,11.55,104.9167,0,0,0,0,0,0,16249798,0.312014147627244,0.642299052197099,0.0456868001756576,26.4,92.0564128710628,0.006017
"Cameroon||NA",2020-01-24,"Cameroon","",NA,3.848,11.5021,0,0,0,0,0,0,25216237,0.426315798448676,0.546395427998918,0.0272887735524057,18.5,53.3439889149796,0.009501
"Canada|British Columbia|NA",2020-01-24,"Canada","British Columbia",NA,49.2827,-123.1207,0,0,0,0,0,0,37058856,0.158702508744405,0.668977424466943,0.172320066788651,41.8,4.07530821431988,0.0075
"Canada|Saskatchewan|NA",2020-01-24,"Canada","Saskatchewan",NA,52.9399,-106.4509,0,0,0,0,0,0,37058856,0.158702508744405,0.668977424466943,0.172320066788651,41.8,4.07530821431988,0.0075
"Canada|Nova Scotia|NA",2020-01-24,"Canada","Nova Scotia",NA,44.682,-63.7443,0,0,0,0,0,0,37058856,0.158702508744405,0.668977424466943,0.172320066788651,41.8,4.07530821431988,0.0075
"Canada|Prince Edward Island|NA",2020-01-24,"Canada","Prince Edward Island",NA,46.5107,-63.4168,0,0,0,0,0,0,37058856,0.158702508744405,0.668977424466943,0.172320066788651,41.8,4.07530821431988,0.0075
"Canada|Alberta|NA",2020-01-24,"Canada","Alberta",NA,53.9333,-116.5765,0,0,0,0,0,0,37058856,0.158702508744405,0.668977424466943,0.172320066788651,41.8,4.07530821431988,0.0075
"Canada|Yukon|NA",2020-01-24,"Canada","Yukon",NA,64.2823,-135,0,0,0,0,0,0,37058856,0.158702508744405,0.668977424466943,0.172320066788651,41.8,4.07530821431988,0.0075
"Canada|New Brunswick|NA",2020-01-24,"Canada","New Brunswick",NA,46.5653,-66.4619,0,0,0,0,0,0,37058856,0.158702508744405,0.668977424466943,0.172320066788651,41.8,4.07530821431988,0.0075
"Canada|Quebec|NA",2020-01-24,"Canada","Quebec",NA,52.9399,-73.5491,0,0,0,0,0,0,37058856,0.158702508744405,0.668977424466943,0.172320066788651,41.8,4.07530821431988,0.0075
"Canada|Newfoundland and Labrador|NA",2020-01-24,"Canada","Newfoundland and Labrador",NA,53.1355,-57.6604,0,0,0,0,0,0,37058856,0.158702508744405,0.668977424466943,0.172320066788651,41.8,4.07530821431988,0.0075
"Canada|Northwest Territories|NA",2020-01-24,"Canada","Northwest Territories",NA,64.8255,-124.8457,0,0,0,0,0,0,37058856,0.158702508744405,0.668977424466943,0.172320066788651,41.8,4.07530821431988,0.0075
"Canada|Grand Princess|NA",2020-01-24,"Canada","Grand Princess",NA,37.6489,-122.6655,0,0,0,0,0,0,37058856,0.158702508744405,0.668977424466943,0.172320066788651,41.8,4.07530821431988,0.0075
"Canada|Manitoba|NA",2020-01-24,"Canada","Manitoba",NA,53.7609,-98.8139,0,0,0,0,0,0,37058856,0.158702508744405,0.668977424466943,0.172320066788651,41.8,4.07530821431988,0.0075
"Canada|Ontario|NA",2020-01-24,"Canada","Ontario",NA,51.2538,-85.3232,0,0,0,0,0,0,37058856,0.158702508744405,0.668977424466943,0.172320066788651,41.8,4.07530821431988,0.0075
"Central African Republic||NA",2020-01-24,"Central African Republic","",NA,6.6111,20.9394,0,0,0,0,0,0,4666377,0.44294320550801,0.52879905742539,0.0282577370666008,20,7.49041221227006,0.012671
"Chad||NA",2020-01-24,"Chad","",NA,15.4542,18.7322,0,0,0,0,0,0,15477751,0.47126299988842,0.50393181066809,0.0248051894434901,16.1,12.2917336404066,0.012309
"Chile||NA",2020-01-24,"Chile","",NA,-35.6751,-71.543,0,0,0,0,0,0,18729160,0.197539024707995,0.687162958723189,0.115298016568816,35.5,25.1894460666519,0.006076
"China|Liaoning|NA",2020-01-24,"China","Liaoning",NA,41.2956,122.6085,0,4,0,0,1,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"China|Fujian|NA",2020-01-24,"China","Fujian",NA,26.0789,117.9874,0,10,0,0,5,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"China|Hunan|NA",2020-01-24,"China","Hunan",NA,27.6104,111.7088,0,24,0,0,15,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"China|Inner Mongolia|NA",2020-01-24,"China","Inner Mongolia",NA,44.0935,113.9448,0,1,0,0,1,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"China|Hong Kong|NA",2020-01-24,"China","Hong Kong",NA,22.3,114.2,0,2,0,0,0,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"China|Jiangsu|NA",2020-01-24,"China","Jiangsu",NA,32.9711,119.455,0,9,0,0,4,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"China|Jilin|NA",2020-01-24,"China","Jilin",NA,43.6661,126.1923,0,3,0,0,2,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"China|Henan|NA",2020-01-24,"China","Henan",NA,33.882,113.614,0,9,0,0,4,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"China|Shanghai|NA",2020-01-24,"China","Shanghai",NA,31.202,121.4491,0,20,0,0,4,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"China|Hubei|NA",2020-01-24,"China","Hubei",NA,30.9756,112.2707,24,549,0,7,105,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"China|Ningxia|NA",2020-01-24,"China","Ningxia",NA,37.2692,106.1655,0,2,0,0,1,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"China|Guangdong|NA",2020-01-24,"China","Guangdong",NA,23.3417,113.4244,0,53,0,0,21,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"China|Anhui|NA",2020-01-24,"China","Anhui",NA,31.8257,117.2264,0,15,0,0,6,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"China|Beijing|NA",2020-01-24,"China","Beijing",NA,40.1824,116.4142,0,36,0,0,14,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"China|Qinghai|NA",2020-01-24,"China","Qinghai",NA,35.7452,95.9956,0,0,0,0,0,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"China|Guangxi|NA",2020-01-24,"China","Guangxi",NA,23.8298,108.7881,0,23,0,0,18,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"China|Guizhou|NA",2020-01-24,"China","Guizhou",NA,26.8154,106.8748,0,3,0,0,0,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"China|Hainan|NA",2020-01-24,"China","Hainan",NA,19.1959,109.7453,0,8,0,0,3,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"China|Hebei|NA",2020-01-24,"China","Hebei",NA,39.549,116.1306,1,2,0,0,1,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"China|Chongqing|NA",2020-01-24,"China","Chongqing",NA,30.0572,107.874,0,27,0,0,18,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"China|Macau|NA",2020-01-24,"China","Macau",NA,22.1667,113.55,0,2,0,0,0,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"China|Shaanxi|NA",2020-01-24,"China","Shaanxi",NA,35.1917,108.8701,0,5,0,0,2,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"China|Shandong|NA",2020-01-24,"China","Shandong",NA,36.3427,118.1498,0,15,0,0,9,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"China|Tibet|NA",2020-01-24,"China","Tibet",NA,31.6927,88.0924,0,0,0,0,0,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"China|Shanxi|NA",2020-01-24,"China","Shanxi",NA,37.5777,112.2922,0,1,0,0,0,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"China|Sichuan|NA",2020-01-24,"China","Sichuan",NA,30.6171,102.7103,0,15,0,0,7,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"China|Zhejiang|NA",2020-01-24,"China","Zhejiang",NA,29.1832,120.0934,0,43,0,0,16,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"China|Gansu|NA",2020-01-24,"China","Gansu",NA,37.8099,101.0583,0,2,0,0,0,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"China|Heilongjiang|NA",2020-01-24,"China","Heilongjiang",NA,47.862,127.7615,1,4,0,1,2,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"China|Xinjiang|NA",2020-01-24,"China","Xinjiang",NA,41.1129,85.2401,0,2,0,0,0,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"China|Jiangxi|NA",2020-01-24,"China","Jiangxi",NA,27.614,115.7221,0,18,0,0,11,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"China|Tianjin|NA",2020-01-24,"China","Tianjin",NA,39.3054,117.323,0,8,0,0,4,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"China|Yunnan|NA",2020-01-24,"China","Yunnan",NA,24.974,101.487,0,5,0,0,3,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"Colombia||NA",2020-01-24,"Colombia","",NA,4.5709,-74.2973,0,0,0,0,0,0,49648685,0.23077895979964,0.684440570001664,0.0847804701986958,31.2,44.7487021180712,0.005503
"Congo (Brazzaville)||NA",2020-01-24,"Congo (Brazzaville)","",NA,-4.0383,21.7587,0,0,0,0,0,0,5244363,0.417635024604532,0.555547780005145,0.0268171953903232,19.5,15.3568462664715,0.006828
"Congo (Kinshasa)||NA",2020-01-24,"Congo (Kinshasa)","",NA,-4.0383,21.7587,0,0,0,0,0,0,84068091,0.461656420864844,0.508165172919176,0.0301784062159803,16.7,37.0825923557045,0.009691
"Costa Rica||NA",2020-01-24,"Costa Rica","",NA,9.7489,-83.7534,0,0,0,0,0,0,4999441,0.213247441063911,0.691254082206391,0.0954984767296984,32.6,97.9130630630631,0.005005
"Cote d'Ivoire||NA",2020-01-24,"Cote d'Ivoire","",NA,7.54,-5.5471,0,0,0,0,0,0,25069229,0.419369721367589,0.552040848482383,0.0285894301500285,20.3,78.8340534591195,0.010262
"Croatia||NA",2020-01-24,"Croatia","",NA,45.1,15.2,0,0,0,0,0,0,4089400,0.145119400058464,0.650426269817306,0.20445433012423,43.9,73.0771979985704,0.013
"Cuba||NA",2020-01-24,"Cuba","",NA,22,-80,0,0,0,0,0,0,11338138,0.162112389922363,0.686025495906116,0.151862114171521,42.1,108.999596231494,0.008827
"Cyprus||NA",2020-01-24,"Cyprus","",NA,35.1264,33.4299,0,0,0,0,0,0,1189265,0.16787847956511,0.694930902700408,0.137190617734483,37.9,128.708333333333,0.006952
"Czechia||NA",2020-01-24,"Czechia","",NA,49.8175,15.473,0,0,0,0,0,0,10625695,0.155866055197434,0.649925175870224,0.194208768932343,43.3,137.602887852888,0.0105
"Denmark|Faroe Islands|NA",2020-01-24,"Denmark","Faroe Islands",NA,61.8926,-6.9118,0,0,0,0,0,0,5797446,0.164582625623987,0.637287848006111,0.198129526369902,42,138.067301738509,0.0082
"Denmark||NA",2020-01-24,"Denmark","",NA,56.2639,9.5018,0,0,0,0,0,0,5797446,0.164582625623987,0.637287848006111,0.198129526369902,42,138.067301738509,0.0082
"Denmark|Greenland|NA",2020-01-24,"Denmark","Greenland",NA,71.7069,-42.6043,0,0,0,0,0,0,5797446,0.164582625623987,0.637287848006111,0.198129526369902,42,138.067301738509,0.0082
"Djibouti||NA",2020-01-24,"Djibouti","",NA,11.8251,42.5903,0,0,0,0,0,0,958920,0.295741159613441,0.65898304660541,0.0452757937811482,24.9,41.3684210526316,0.007293
"Dominica||NA",2020-01-24,"Dominica","",NA,15.415,-61.371,0,0,0,0,0,0,71625,0.229,0.668,0.103,34.9,95.5,0.0061
"Dominican Republic||NA",2020-01-24,"Dominican Republic","",NA,18.7357,-70.1627,0,0,0,0,0,0,10627165,0.279771295026574,0.649400530208454,0.0708281747649721,27.9,219.97857586421,0.00612
"Ecuador||NA",2020-01-24,"Ecuador","",NA,-1.8312,-78.1834,0,0,0,0,0,0,17084357,0.280285920021109,0.64814118271228,0.0715728972666108,28.8,68.7886817522951,0.005101
"Egypt||NA",2020-01-24,"Egypt","",NA,26,30,0,0,0,0,0,0,98423595,0.337987207092348,0.60971499944556,0.0522977934620923,24.1,98.8734692852479,0.005863
